mode,checker_prob,iteration,slot,count,total_us,avg_us
checker,0,5,vault_save,1955,23846402,12197
checker,0,5,mc_increment,1955,21039820,10762
checker,0,5,commit_now,1955,51399947,26291
checker,0,5,batch_latency,1955,71615059,36631
checker,0,5,fsync_hook,3008,79619,26
checker,0,5,close_hook,1003,43793373,43662
checker,0,5,exit_hook,1,9927,9927
checker,0,5,gate_hook,0,0,0
checker,0,6,compute_tag,1954,6681118,3419
checker,0,6,vault_save,1954,23796379,12178
checker,0,6,mc_increment,1954,21038739,10767
checker,0,6,commit_now,1954,51658726,26437
checker,0,6,batch_latency,1954,71839293,36765
checker,0,6,fsync_hook,3008,76336,25
checker,0,6,close_hook,1003,43757883,43627
checker,0,6,exit_hook,1,35621,35621
checker,0,6,gate_hook,0,0,0
checker,0,7,compute_tag,1967,6348073,3227
checker,0,7,vault_save,1967,23596376,11996
checker,0,7,mc_increment,1967,21693246,11028
checker,0,7,commit_now,1967,51784350,26326
checker,0,7,batch_latency,1967,72350975,36782
checker,0,7,fsync_hook,3008,74086,24
checker,0,7,close_hook,1003,44451560,44318
checker,0,7,exit_hook,1,14788,14788
checker,0,7,gate_hook,0,0,0
checker,0,8,compute_tag,1949,6351432,3258
checker,0,8,vault_save,1949,23664671,12141
checker,0,8,mc_increment,1949,21037714,10794
checker,0,8,commit_now,1949,51184878,26262
checker,0,8,batch_latency,1949,70770881,36311
checker,0,8,fsync_hook,3008,70576,23
checker,0,8,close_hook,1003,43257474,43128
checker,0,8,exit_hook,1,40069,40069
checker,0,8,gate_hook,0,0,0
checker,0,9,compute_tag,1941,6985610,3598
checker,0,9,vault_save,1941,23770848,12246
checker,0,9,mc_increment,1941,20525479,10574
checker,0,9,commit_now,1941,51420831,26491
checker,0,9,batch_latency,1941,71526726,36850
checker,0,9,fsync_hook,3008,74338,24
checker,0,9,close_hook,1003,43338765,43209
checker,0,9,exit_hook,1,10916,10916
checker,0,9,gate_hook,0,0,0
checker,10,0,compute_tag,2167,5432031,2506
checker,10,0,vault_save,2167,25850775,11929
checker,10,0,mc_increment,2167,24312124,11219
checker,10,0,commit_now,2167,55746764,25725
checker,10,0,batch_latency,2167,77204499,35627
checker,10,0,fsync_hook,3008,11082088,3684
checker,10,0,close_hook,1003,42637496,42509
checker,10,0,exit_hook,1,14656,14656
checker,10,0,gate_hook,0,0,0
checker,10,1,compute_tag,2144,5602485,2613
checker,10,1,vault_save,2144,26009848,12131
checker,10,1,mc_increment,2144,23509643,10965
checker,10,1,commit_now,2144,55273343,25780
checker,10,1,batch_latency,2144,75885267,35394
checker,10,1,fsync_hook,3008,11612801,3860
checker,10,1,close_hook,1003,41866773,41741
checker,10,1,exit_hook,1,10894,10894
checker,10,1,gate_hook,0,0,0
checker,10,2,compute_tag,2137,5685782,2660
checker,10,2,vault_save,2137,25613306,11985
checker,10,2,mc_increment,2137,23534600,11012
checker,10,2,commit_now,2137,54985137,25730
checker,10,2,batch_latency,2137,75900610,35517
checker,10,2,fsync_hook,3008,11001830,3657
checker,10,2,close_hook,1003,41979717,41854
checker,10,2,exit_hook,1,36907,36907
checker,10,2,gate_hook,0,0,0
checker,10,3,compute_tag,2169,5169929,2383
checker,10,3,vault_save,2169,25894017,11938
checker,10,3,mc_increment,2169,24294043,11200
checker,10,3,commit_now,2169,55519182,25596
checker,10,3,batch_latency,2169,76665702,35346
checker,10,3,fsync_hook,3008,10750143,3573
checker,10,3,close_hook,1003,42428967,42302
checker,10,3,exit_hook,1,11465,11465
checker,10,3,gate_hook,0,0,0
checker,10,4,compute_tag,2169,6058286,2793
checker,10,4,vault_save,2169,26177526,12068
checker,10,4,mc_increment,2169,24253845,11182
checker,10,4,commit_now,2169,56649402,26117
checker,10,4,batch_latency,2169,77902875,35916
checker,10,4,fsync_hook,3008,11205562,3725
checker,10,4,close_hook,1003,43120538,42991
checker,10,4,exit_hook,1,10540,10540
checker,10,4,gate_hook,0,0,0
checker,10,5,compute_tag,2150,5373467,2499
checker,10,5,vault_save,2150,26181209,12177
checker,10,5,mc_increment,2150,23551487,10954
checker,10,5,commit_now,2150,55268502,25706
checker,10,5,batch_latency,2150,76223489,35452
checker,10,5,fsync_hook,3008,10026900,3333
checker,10,5,close_hook,1003,42443527,42316
checker,10,5,exit_hook,1,10000,10000
checker,10,5,gate_hook,0,0,0
checker,10,6,compute_tag,2151,5213051,2423
checker,10,6,vault_save,2151,26119685,12143
checker,10,6,mc_increment,2151,23826682,11077
checker,10,6,commit_now,2151,55312644,25714
checker,10,6,batch_latency,2151,76489280,35559
checker,10,6,fsync_hook,3008,10662308,3544
checker,10,6,close_hook,1003,42946401,42817
checker,10,6,exit_hook,1,11029,11029
checker,10,6,gate_hook,0,0,0
checker,10,7,compute_tag,2168,5442316,2510
checker,10,7,vault_save,2168,26583616,12261
checker,10,7,mc_increment,2168,24259936,11190
checker,10,7,commit_now,2168,56440378,26033
checker,10,7,batch_latency,2168,78501872,36209
checker,10,7,fsync_hook,3008,11387478,3785
checker,10,7,close_hook,1003,43231573,43102
checker,10,7,exit_hook,1,36136,36136
checker,10,7,gate_hook,0,0,0
checker,10,8,compute_tag,2157,5222630,2421
checker,10,8,vault_save,2157,25996222,12052
checker,10,8,mc_increment,2157,24151474,11196
checker,10,8,commit_now,2157,55519217,25739
checker,10,8,batch_latency,2157,77485168,35922
checker,10,8,fsync_hook,3008,10309461,3427
checker,10,8,close_hook,1003,42506462,42379
checker,10,8,exit_hook,1,14135,14135
checker,10,8,gate_hook,0,0,0
checker,10,9,compute_tag,2128,5949350,2795
checker,10,9,vault_save,2128,26151219,12289
checker,10,9,mc_increment,2128,22855324,10740
checker,10,9,commit_now,2128,55100121,25892
checker,10,9,batch_latency,2128,75746096,35594
checker,10,9,fsync_hook,3008,10497074,3489
checker,10,9,close_hook,1003,41978659,41853
checker,10,9,exit_hook,1,14083,14083
checker,10,9,gate_hook,0,0,0
checker,100,0,compute_tag,3008,49982,16
checker,100,0,vault_save,3008,35130415,11678
checker,100,0,mc_increment,3008,34524682,11477
checker,100,0,commit_now,3008,69891283,23235
checker,100,0,batch_latency,3008,70052050,23288
checker,100,0,fsync_hook,3008,70211391,23341
checker,100,0,close_hook,1003,23535469,23465
checker,100,0,exit_hook,1,11026,11026
checker,100,0,gate_hook,0,0,0
checker,100,1,compute_tag,3008,54330,18
checker,100,1,vault_save,3008,35728562,11877
checker,100,1,mc_increment,3008,33847944,11252
checker,100,1,commit_now,3008,69843263,23219
checker,100,1,batch_latency,3008,70016772,23276
checker,100,1,fsync_hook,3008,70186307,23333
checker,100,1,close_hook,1003,23284562,23214
checker,100,1,exit_hook,1,38393,38393
checker,100,1,gate_hook,0,0,0
checker,100,2,compute_tag,3008,53148,17
checker,100,2,vault_save,3008,35703401,11869
checker,100,2,mc_increment,3008,34443527,11450
checker,100,2,commit_now,3008,70400419,23404
checker,100,2,batch_latency,3008,70560021,23457
checker,100,2,fsync_hook,3008,70718568,23510
checker,100,2,close_hook,1003,23761832,23690
checker,100,2,exit_hook,1,35556,35556
checker,100,2,gate_hook,0,0,0
checker,100,3,compute_tag,3008,54682,18
checker,100,3,vault_save,3008,35057160,11654
checker,100,3,mc_increment,3008,34403270,11437
checker,100,3,commit_now,3008,69731097,23181
checker,100,3,batch_latency,3008,69916757,23243
checker,100,3,fsync_hook,3008,70090570,23301
checker,100,3,close_hook,1003,23104911,23035
checker,100,3,exit_hook,1,37605,37605
checker,100,3,gate_hook,0,0,0
checker,100,4,compute_tag,3008,55569,18
checker,100,4,vault_save,3008,35656733,11853
checker,100,4,mc_increment,3008,34634356,11514
checker,100,4,commit_now,3008,70560813,23457
checker,100,4,batch_latency,3008,70743284,23518
checker,100,4,fsync_hook,3008,70927387,23579
checker,100,4,close_hook,1003,23481569,23411
checker,100,4,exit_hook,1,34977,34977
checker,100,4,gate_hook,0,0,0
checker,100,5,compute_tag,3008,52936,17
checker,100,5,vault_save,3008,35635935,11847
checker,100,5,mc_increment,3008,34153035,11354
checker,100,5,commit_now,3008,70046255,23286
checker,100,5,batch_latency,3008,70219449,23344
checker,100,5,fsync_hook,3008,70394675,23402
checker,100,5,close_hook,1003,23575670,23505
checker,100,5,exit_hook,1,18223,18223
checker,100,5,gate_hook,0,0,0
checker,100,6,compute_tag,3008,54761,18
checker,100,6,vault_save,3008,35540965,11815
checker,100,6,mc_increment,3008,34107053,11338
checker,100,6,commit_now,3008,69913121,23242
checker,100,6,batch_latency,3008,70078034,23297
checker,100,6,fsync_hook,3008,70239313,23350
checker,100,6,close_hook,1003,23219036,23149
checker,100,6,exit_hook,1,32409,32409
checker,100,6,gate_hook,0,0,0
checker,100,7,compute_tag,3008,52698,17
checker,100,7,vault_save,3008,35433309,11779
checker,100,7,mc_increment,3008,34486019,11464
checker,100,7,commit_now,3008,70175579,23329
checker,100,7,batch_latency,3008,70339982,23384
checker,100,7,fsync_hook,3008,70505914,23439
checker,100,7,close_hook,1003,23560662,23490
checker,100,7,exit_hook,1,31780,31780
checker,100,7,gate_hook,0,0,0
checker,100,8,compute_tag,3008,45446,15
checker,100,8,vault_save,3008,35341317,11749
checker,100,8,mc_increment,3008,34744293,11550
checker,100,8,commit_now,3008,70294553,23369
checker,100,8,batch_latency,3008,70437291,23416
checker,100,8,fsync_hook,3008,70598934,23470
checker,100,8,close_hook,1003,23413892,23343
checker,100,8,exit_hook,1,34770,34770
checker,100,8,gate_hook,0,0,0
checker,100,9,compute_tag,3008,53834,17
checker,100,9,vault_save,3008,35365855,11757
checker,100,9,mc_increment,3008,34491005,11466
checker,100,9,commit_now,3008,70124481,23312
checker,100,9,batch_latency,3008,70296400,23369
checker,100,9,fsync_hook,3008,70479489,23430
checker,100,9,close_hook,1003,23635610,23564
checker,100,9,exit_hook,1,34513,34513
checker,100,9,gate_hook,0,0,0
