mode,checker_prob,gate_policy,iteration,slot,count,total_us,avg_us
checker,100,none,6,gate_hook,2006,17007,8
checker,100,none,7,compute_tag,1003,20221,20
checker,100,none,7,vault_save,1003,12852321,12813
checker,100,none,7,mc_increment,1003,11831854,11796
checker,100,none,7,commit_now,1003,24776957,24702
checker,100,none,7,batch_latency,1003,24855558,24781
checker,100,none,7,fsync_hook,1003,24919552,24845
checker,100,none,7,close_hook,1,8421,8421
checker,100,none,7,exit_hook,1,10364,10364
checker,100,none,7,gate_hook,2006,18871,9
checker,100,none,8,compute_tag,1003,20399,20
checker,100,none,8,vault_save,1003,12645089,12607
checker,100,none,8,mc_increment,1003,11465715,11431
checker,100,none,8,commit_now,1003,24204766,24132
checker,100,none,8,batch_latency,1003,24280857,24208
checker,100,none,8,fsync_hook,1003,24334903,24262
checker,100,none,8,close_hook,1,9735,9735
checker,100,none,8,exit_hook,1,11753,11753
checker,100,none,8,gate_hook,2006,19190,9
checker,100,none,9,compute_tag,1003,19427,19
checker,100,none,9,vault_save,1003,12956985,12918
checker,100,none,9,mc_increment,1003,11885579,11850
checker,100,none,9,commit_now,1003,24930238,24855
checker,100,none,9,batch_latency,1003,24998822,24924
checker,100,none,9,fsync_hook,1003,25061542,24986
checker,100,none,9,close_hook,1,9732,9732
checker,100,none,9,exit_hook,1,14146,14146
checker,100,none,9,gate_hook,2006,18102,9
