mode,checker_prob,iteration,slot,count,total_us,avg_us
checker,70,3,compute_tag,2930,1190571,406
checker,70,3,vault_save,2930,15484747,5284
checker,70,3,mc_increment,2930,13871424,4734
checker,70,3,commit_now,2930,30788348,10507
checker,70,3,batch_latency,2930,35716180,12189
checker,70,3,fsync_hook,3008,25673657,8535
checker,70,3,close_hook,1003,13542508,13502
checker,70,3,exit_hook,1,10762,10762
checker,70,3,gate_hook,0,0,0
checker,70,4,compute_tag,2911,1184842,407
checker,70,4,vault_save,2911,15741230,5407
checker,70,4,mc_increment,2911,14117054,4849
checker,70,4,commit_now,2911,31284626,10747
checker,70,4,batch_latency,2911,36553596,12557
checker,70,4,fsync_hook,3008,26109001,8679
checker,70,4,close_hook,1003,14088829,14046
checker,70,4,exit_hook,1,11759,11759
checker,70,4,gate_hook,0,0,0
checker,70,5,compute_tag,2927,999899,341
checker,70,5,vault_save,2927,15258116,5212
checker,70,5,mc_increment,2927,13647648,4662
checker,70,5,commit_now,2927,30144047,10298
checker,70,5,batch_latency,2927,34897243,11922
checker,70,5,fsync_hook,3008,25534084,8488
checker,70,5,close_hook,1003,13210277,13170
checker,70,5,exit_hook,1,11581,11581
checker,70,5,gate_hook,0,0,0
checker,70,6,compute_tag,2904,1029511,354
checker,70,6,vault_save,2904,15465773,5325
checker,70,6,mc_increment,2904,13674519,4708
checker,70,6,commit_now,2904,30412081,10472
checker,70,6,batch_latency,2904,35077876,12079
checker,70,6,fsync_hook,3008,25591985,8507
checker,70,6,close_hook,1003,13627034,13586
checker,70,6,exit_hook,1,10036,10036
checker,70,6,gate_hook,0,0,0
checker,70,7,compute_tag,2913,1043814,358
checker,70,7,vault_save,2913,14786975,5076
checker,70,7,mc_increment,2913,13291492,4562
checker,70,7,commit_now,2913,29360880,10079
checker,70,7,batch_latency,2913,34154540,11724
checker,70,7,fsync_hook,3008,24736974,8223
checker,70,7,close_hook,1003,13025878,12986
checker,70,7,exit_hook,1,17006,17006
checker,70,7,gate_hook,0,0,0
checker,70,8,compute_tag,2913,1105151,379
checker,70,8,vault_save,2913,14988576,5145
checker,70,8,mc_increment,2913,13342027,4580
checker,70,8,commit_now,2913,29686355,10190
checker,70,8,batch_latency,2913,34257405,11760
checker,70,8,fsync_hook,3008,24761978,8232
checker,70,8,close_hook,1003,12920109,12881
checker,70,8,exit_hook,1,11513,11513
checker,70,8,gate_hook,0,0,0
checker,70,9,compute_tag,2898,1167392,402
checker,70,9,vault_save,2898,15426464,5323
checker,70,9,mc_increment,2898,13783509,4756
checker,70,9,commit_now,2898,30628409,10568
checker,70,9,batch_latency,2898,35784755,12348
checker,70,9,fsync_hook,3008,25942941,8624
checker,70,9,close_hook,1003,13866925,13825
checker,70,9,exit_hook,1,9847,9847
checker,70,9,gate_hook,0,0,0
