mode,checker_prob,gate_policy,iteration,slot,count,total_us,avg_us
checker,10,none,0,gate_hook,2006,25512,12
checker,10,none,1,compute_tag,556,696123,1252
checker,10,none,1,vault_save,556,3505211,6304
checker,10,none,1,mc_increment,556,3476508,6252
checker,10,none,1,commit_now,556,7718507,13882
checker,10,none,1,batch_latency,556,11510916,20703
checker,10,none,1,fsync_hook,1003,1456266,1451
checker,10,none,1,close_hook,1,6897,6897
checker,10,none,1,exit_hook,1,21751,21751
checker,10,none,1,gate_hook,2006,28297,14
checker,10,none,2,compute_tag,565,795276,1407
checker,10,none,2,vault_save,565,3426919,6065
checker,10,none,2,mc_increment,565,3235128,5725
checker,10,none,2,commit_now,565,7499598,13273
checker,10,none,2,batch_latency,565,11183271,19793
checker,10,none,2,fsync_hook,1003,1585003,1580
checker,10,none,2,close_hook,1,7807,7807
checker,10,none,2,exit_hook,1,18666,18666
checker,10,none,2,gate_hook,2006,26868,13
checker,10,none,3,compute_tag,587,690042,1175
checker,10,none,3,vault_save,587,3463690,5900
checker,10,none,3,mc_increment,587,3327301,5668
checker,10,none,3,commit_now,587,7522227,12814
checker,10,none,3,batch_latency,587,11043050,18812
checker,10,none,3,fsync_hook,1003,1724030,1718
checker,10,none,3,close_hook,1,7759,7759
checker,10,none,3,exit_hook,1,21604,21604
checker,10,none,3,gate_hook,2006,26824,13
checker,10,none,4,compute_tag,578,667048,1154
checker,10,none,4,vault_save,578,3256942,5634
checker,10,none,4,mc_increment,578,3203598,5542
checker,10,none,4,commit_now,578,7169008,12403
checker,10,none,4,batch_latency,578,10677970,18473
checker,10,none,4,fsync_hook,1003,1541847,1537
checker,10,none,4,close_hook,1,9465,9465
checker,10,none,4,exit_hook,1,23326,23326
checker,10,none,4,gate_hook,2006,26414,13
checker,10,none,5,compute_tag,588,713655,1213
checker,10,none,5,vault_save,588,3558661,6052
checker,10,none,5,mc_increment,588,3277444,5573
checker,10,none,5,commit_now,588,7593235,12913
checker,10,none,5,batch_latency,588,11187451,19026
checker,10,none,5,fsync_hook,1003,1837724,1832
checker,10,none,5,close_hook,1,7494,7494
checker,10,none,5,exit_hook,1,21469,21469
checker,10,none,5,gate_hook,2006,26620,13
checker,10,none,6,compute_tag,577,684392,1186
checker,10,none,6,vault_save,577,3311208,5738
checker,10,none,6,mc_increment,577,3151506,5461
checker,10,none,6,commit_now,577,7190680,12462
checker,10,none,6,batch_latency,577,10624467,18413
checker,10,none,6,fsync_hook,1003,1589155,1584
checker,10,none,6,close_hook,1,14134,14134
checker,10,none,6,exit_hook,1,19726,19726
checker,10,none,6,gate_hook,2006,27434,13
checker,10,none,7,compute_tag,559,778419,1392
checker,10,none,7,vault_save,559,3519745,6296
checker,10,none,7,mc_increment,559,3132111,5603
checker,10,none,7,commit_now,559,7470285,13363
checker,10,none,7,batch_latency,559,11080542,19822
checker,10,none,7,fsync_hook,1003,1450870,1446
checker,10,none,7,close_hook,1,7912,7912
checker,10,none,7,exit_hook,1,23662,23662
checker,10,none,7,gate_hook,2006,27079,13
checker,10,none,8,compute_tag,562,803192,1429
checker,10,none,8,vault_save,562,3557076,6329
checker,10,none,8,mc_increment,562,3268364,5815
checker,10,none,8,commit_now,562,7671358,13650
checker,10,none,8,batch_latency,562,11428334,20335
checker,10,none,8,fsync_hook,1003,1665997,1661
checker,10,none,8,close_hook,1,12674,12674
checker,10,none,8,exit_hook,1,21289,21289
checker,10,none,8,gate_hook,2006,27236,13
checker,10,none,9,compute_tag,568,728835,1283
checker,10,none,9,vault_save,568,3500626,6163
