mode,checker_prob,iteration,slot,count,total_us,avg_us
checker,0,6,batch_latency,2005,33187405,16552
checker,0,6,fsync_hook,3008,87195,28
checker,0,6,close_hook,1003,20820350,20758
checker,0,6,exit_hook,1,10216,10216
checker,0,6,gate_hook,0,0,0
checker,0,7,compute_tag,2006,2824962,1408
checker,0,7,vault_save,2006,10625174,5296
checker,0,7,mc_increment,2006,9371960,4671
checker,0,7,commit_now,2006,22995593,11463
checker,0,7,batch_latency,2006,32128160,16016
checker,0,7,fsync_hook,3008,89636,29
checker,0,7,close_hook,1003,20146333,20086
checker,0,7,exit_hook,1,13220,13220
checker,0,7,gate_hook,0,0,0
checker,0,8,compute_tag,2005,2709857,1351
checker,0,8,vault_save,2005,10759397,5366
checker,0,8,mc_increment,2005,9494595,4735
checker,0,8,commit_now,2005,23145518,11543
checker,0,8,batch_latency,2005,32388557,16153
checker,0,8,fsync_hook,3008,94160,31
checker,0,8,close_hook,1003,20341842,20280
checker,0,8,exit_hook,1,11065,11065
checker,0,8,gate_hook,0,0,0
checker,0,9,compute_tag,2005,2688780,1341
checker,0,9,vault_save,2005,10302460,5138
checker,0,9,mc_increment,2005,9215433,4596
checker,0,9,commit_now,2005,22381362,11162
checker,0,9,batch_latency,2005,31178175,15550
checker,0,9,fsync_hook,3008,91276,30
checker,0,9,close_hook,1003,19617770,19559
checker,0,9,exit_hook,1,10721,10721
checker,0,9,gate_hook,0,0,0
checker,10,0,compute_tag,2215,2513893,1134
checker,10,0,vault_save,2215,11763415,5310
checker,10,0,mc_increment,2215,10553671,4764
checker,10,0,commit_now,2215,25029861,11300
checker,10,0,batch_latency,2215,34259815,15467
checker,10,0,fsync_hook,3008,5046656,1677
checker,10,0,close_hook,1003,19354237,19296
checker,10,0,exit_hook,1,10970,10970
checker,10,0,gate_hook,0,0,0
checker,10,1,compute_tag,2204,2535924,1150
checker,10,1,vault_save,2204,11511703,5223
checker,10,1,mc_increment,2204,10348497,4695
checker,10,1,commit_now,2204,24590723,11157
checker,10,1,batch_latency,2204,33710683,15295
checker,10,1,fsync_hook,3008,5352621,1779
checker,10,1,close_hook,1003,18893604,18837
checker,10,1,exit_hook,1,11217,11217
checker,10,1,gate_hook,0,0,0
checker,10,2,compute_tag,2172,2617449,1205
checker,10,2,vault_save,2172,11480463,5285
checker,10,2,mc_increment,2172,10316319,4749
checker,10,2,commit_now,2172,24611946,11331
checker,10,2,batch_latency,2172,33772968,15549
checker,10,2,fsync_hook,3008,4355304,1447
checker,10,2,close_hook,1003,19461369,19403
checker,10,2,exit_hook,1,10978,10978
checker,10,2,gate_hook,0,0,0
checker,10,3,compute_tag,2195,2525888,1150
checker,10,3,vault_save,2195,11435936,5209
checker,10,3,mc_increment,2195,10249674,4669
checker,10,3,commit_now,2195,24400743,11116
checker,10,3,batch_latency,2195,33364368,15200
checker,10,3,fsync_hook,3008,5144636,1710
checker,10,3,close_hook,1003,18907479,18850
checker,10,3,exit_hook,1,10560,10560
checker,10,3,gate_hook,0,0,0
checker,10,4,compute_tag,2185,2570878,1176
checker,10,4,vault_save,2185,11595764,5306
checker,10,4,mc_increment,2185,10333439,4729
checker,10,4,commit_now,2185,24689593,11299
checker,10,4,batch_latency,2185,33822472,15479
checker,10,4,fsync_hook,3008,4751733,1579
checker,10,4,close_hook,1003,19352635,19294
checker,10,4,exit_hook,1,11959,11959
checker,10,4,gate_hook,0,0,0
checker,10,5,compute_tag,2188,2572411,1175
checker,10,5,vault_save,2188,11672075,5334
checker,10,5,mc_increment,2188,10496951,4797
checker,10,5,commit_now,2188,24939921,11398
checker,10,5,batch_latency,2188,34087222,15579
checker,10,5,fsync_hook,3008,4903824,1630
checker,10,5,close_hook,1003,19453898,19395
checker,10,5,exit_hook,1,11694,11694
checker,10,5,gate_hook,0,0,0
checker,10,6,compute_tag,2191,2531444,1155
checker,10,6,vault_save,2191,11581158,5285
checker,10,6,mc_increment,2191,10321885,4711
checker,10,6,commit_now,2191,24631322,11242
checker,10,6,batch_latency,2191,33639367,15353
checker,10,6,fsync_hook,3008,4593648,1527
checker,10,6,close_hook,1003,19291895,19234
checker,10,6,exit_hook,1,10278,10278
checker,10,6,gate_hook,0,0,0
checker,10,7,compute_tag,2204,2517891,1142
checker,10,7,vault_save,2204,11364008,5156
checker,10,7,mc_increment,2204,10187117,4622
checker,10,7,commit_now,2204,24266484,11010
checker,10,7,batch_latency,2204,33222151,15073
checker,10,7,fsync_hook,3008,4772367,1586
checker,10,7,close_hook,1003,18802858,18746
checker,10,7,exit_hook,1,9866,9866
checker,10,7,gate_hook,0,0,0
checker,10,8,compute_tag,2203,2641586,1199
checker,10,8,vault_save,2203,11941695,5420
checker,10,8,mc_increment,2203,10818420,4910
checker,10,8,commit_now,2203,25597167,11619
checker,10,8,batch_latency,2203,34856657,15822
checker,10,8,fsync_hook,3008,5228048,1738
checker,10,8,close_hook,1003,19849094,19789
checker,10,8,exit_hook,1,10845,10845
checker,10,8,gate_hook,0,0,0
checker,10,9,compute_tag,2206,2730943,1237
checker,10,9,vault_save,2206,12380138,5612
checker,10,9,mc_increment,2206,11056412,5011
checker,10,9,commit_now,2206,26356822,11947
checker,10,9,batch_latency,2206,36003673,16320
checker,10,9,fsync_hook,3008,5274675,1753
checker,10,9,close_hook,1003,20317578,20256
checker,10,9,exit_hook,1,14657,14657
checker,10,9,gate_hook,0,0,0
checker,100,0,compute_tag,3008,60925,20
checker,100,0,vault_save,3008,15940685,5299
checker,100,0,mc_increment,3008,13865983,4609
checker,100,0,commit_now,3008,30130052,10016
checker,100,0,batch_latency,3008,30311480,10076
checker,100,0,fsync_hook,3008,30512029,10143
checker,100,0,close_hook,1003,10419254,10388
checker,100,0,exit_hook,1,10675,10675
checker,100,0,gate_hook,0,0,0
checker,100,1,compute_tag,3008,61413,20
checker,100,1,vault_save,3008,16077232,5344
checker,100,1,mc_increment,3008,14050313,4670
checker,100,1,commit_now,3008,30449325,10122
